CustomerID,website_logins/day,browsing_time/hr,email_open_rate
0258,5,1.3,1
0259,3,4,5
0260,4,4.6,4
0261,7,4.7,3
0262,6,3.8,2
0263,10,1,6
0264,7,4.3,4
0265,6,6,3
0266,0,2.2,0
0267,10,3.5,1
0268,9,5.1,6
0269,1,5.8,5
0270,5,1.5,6
0271,9,2.8,4
0272,5,0.1,3
0273,10,4.2,4
0274,6,5.2,0
0275,6,4.8,4
0276,6,0.6,6
0277,4,5.5,2
0278,6,2,3
0279,9,1.7,0
0280,6,3.4,5
0281,7,1.3,3
0282,8,2.9,1
0283,10,2.5,2
0284,5,3.2,4
0285,7,3.8,2
0286,3,2.2,5
0287,7,1.7,2
0288,0,2,4
0289,5,0.2,1
0290,10,0.4,6
0291,9,1.6,3
0292,3,5.5,2
0293,4,3.1,1
0294,3,3.4,1
0295,9,0.8,1
0296,8,2.3,4
0297,8,0.5,2
0298,4,5.1,1
0299,2,1.6,0
0300,2,4.1,4
0301,0,3.8,2
0302,8,0.4,0
0303,8,2.5,2
0304,5,4.4,6
0305,8,4.8,3
0306,10,4,5
0307,1,5.4,2
0308,0,2.2,4
0309,7,3.3,6
0310,7,3.5,2
0311,5,4.4,6
0312,5,3.9,5
0313,4,3,5
0314,6,1.8,3
0315,6,5.6,2
0316,2,1.3,0
0317,3,1.7,2
0318,9,3.1,1
0319,10,5.9,4
0320,2,5.6,4
0321,0,4.3,5
0322,3,0.4,2
0323,10,5.1,2
0324,0,5.6,0
0325,3,5,5
0326,2,5.5,6
0327,4,5.8,4
0328,2,3.5,4
0329,6,2.4,0
0330,5,1.4,4
0331,7,3.5,5
0332,5,4,3
0333,1,2.6,1
0334,6,5.8,5
0335,9,2.3,3
0336,0,5.7,6
0337,3,3.2,1
0338,10,1.4,4
0339,0,1.1,4
0340,7,2.9,5
0341,8,1.7,1
0342,3,4.5,2
0343,8,4.7,3
0344,5,0.9,0
0345,10,4.8,4
0346,3,3.9,1
0347,8,4.7,3
0348,1,4.2,1
0349,4,5.4,1
0350,10,5.6,1
0351,2,4,0
0352,9,4.5,2
0353,9,1.1,4
0354,7,2.3,0
0355,4,1.2,2
0356,4,0.1,4
0357,4,5.3,6
0358,0,3.8,6
0359,0,0.1,5
0360,7,2.5,4
0361,4,1.1,5
0362,4,5.2,0
0363,9,0.7,1
0364,9,0.6,2
0365,3,5.6,2
0366,5,3,5
0367,10,3.4,6
0368,5,2.5,1
0369,5,3.4,2
0370,6,1.6,2
0371,0,2.6,6
0372,2,4.3,0
0373,4,2.8,5
0374,9,2.2,0
0375,7,2.5,2
0376,2,3.4,4
0377,2,2.1,1
0378,8,3.4,1
0379,4,1.2,2
0380,8,0.7,6
0381,8,0.5,2
0382,6,1,6
0383,5,3,2
0384,7,4.8,4
0385,1,4.3,1
0386,8,5.9,1
0387,7,5.5,3
0388,0,3.1,6
0389,7,0.6,2
0390,10,3.5,2
0391,6,4.6,3
0392,1,2.8,0
0393,4,5.3,2
0394,2,5.2,0
0395,2,1.7,1
0396,3,5.5,2
0397,2,4.6,1
0398,9,0.4,0
0399,8,3.9,1
0400,7,1.9,1
0401,10,0.3,6
0402,5,1.2,4
0403,1,0.1,6
0404,1,0.8,0
0405,1,2.8,0
0406,5,1.2,2
0407,5,5.4,2
0408,0,4.3,3
0409,4,5.4,3
0410,7,1.1,4
0411,5,1.4,1
0412,0,3.4,0
0413,3,5.9,1
0414,3,3.5,2
0415,1,2.1,6
0416,4,3.4,4
0417,6,3.1,4
0418,3,4.8,2
0419,5,5.7,6
0420,0,0.3,6
0421,3,5.1,0
0422,4,3.7,3
0423,9,2.5,1
0424,4,4.2,6
0425,4,3.2,3
0426,1,5.6,2
0427,6,2,6
0428,10,3.9,1
0429,7,2.4,1
0430,3,2.5,6
0431,4,3.8,5
0432,0,3.3,3
0433,0,3.1,6
0434,1,2.9,0
0435,1,5.5,2
0436,1,1.7,3
0437,5,1.2,5
0438,1,0.1,4
0439,10,2.3,6
0440,7,0,0
0441,2,4.1,2
0442,6,5.3,5
0443,9,6,2
0444,7,4.3,3
0445,4,2.2,0
0446,0,5.5,4
0447,10,5.1,2
0448,1,1.5,3
0449,2,2.2,5
0450,9,2.5,6
0451,2,0.5,2
0452,3,2.1,4
0453,6,0.1,0
0454,9,1.4,6
0455,5,0.5,0
0456,5,1.4,0
0457,2,4.2,5
0458,8,1.4,4
0459,4,1.2,1
0460,10,3.3,1
0461,3,2.5,6
0462,8,3,3
0463,1,2.2,2
0464,7,2,6
0465,2,4.1,5
0466,7,3,6
0467,2,3,0
0468,3,4.3,0
0469,5,1.4,1
0470,7,4,4
0471,9,2.9,3
0472,9,5.8,0
0473,3,0.2,3
0474,8,5.7,1
0475,4,3.5,1
0476,7,0.6,2
0477,0,1.2,5
0478,8,5.2,6
0479,1,4.4,1
0480,7,2.7,5
0481,1,2.5,5
0482,7,2.7,2
0483,10,5.3,2
0484,0,2.8,2
0485,4,0.7,4
0486,4,0.8,0
0487,4,1.8,0
0488,5,6,0
0489,5,1.4,1
0490,3,1.8,4
0491,4,2.8,6
0492,6,0.1,2
0493,4,4.6,2
0494,4,2.8,1
0495,2,4.2,6
0496,0,4.1,3
0497,6,2.2,3
0498,0,0.7,1
0499,6,0.4,2
0500,0,0.7,2
0501,8,3.7,3
0502,7,1.8,6
0503,4,5.1,3
0504,9,0.1,5
0505,9,1.2,6
0506,7,3.4,5
0507,4,1.2,3
0508,1,3.9,6
0509,2,2.8,5
0510,0,4.7,2
0511,8,1.2,4
0512,7,5.4,0
0513,7,0.7,4
0514,5,4.6,0
0515,3,0.9,6
0516,1,0.4,4
0517,7,4.5,6
0518,9,0.6,5
0519,5,5.9,4
0520,2,2.7,2
0521,10,1.8,1
0522,3,0.1,0
0523,2,3.4,1
0524,1,2.8,4
0525,1,2.1,0
0526,7,1,6
0527,8,2.2,3
0528,1,1.4,5
0529,7,0.5,0
0530,8,2,3
0531,7,5.6,3
0532,5,5.7,4
0533,1,3.8,6
0534,7,3.3,6
0535,4,1.6,1
0536,5,3.2,4
0537,6,3.6,0
0538,0,3.7,4
0539,3,4.3,4
0540,10,2.5,4
0541,1,2.9,6
0542,4,2.1,1
0543,7,2.8,3
0544,5,2.2,3
0545,8,3.1,3
0546,4,2.2,6
0547,10,5.1,1
0548,10,2.7,1
0549,10,2.3,0
0550,4,2.2,6
0551,3,3.7,6
0552,5,3.7,6
0553,2,4.2,3
0554,10,3.3,4
0555,1,0.8,4
0556,7,1,5
0557,0,2.3,0
0558,10,5.7,2
0559,2,0.1,5
0560,10,4.2,0
0561,4,1.6,6
0562,6,5.5,3
0563,3,0.8,4
0564,9,4.7,6
0565,6,2.6,3
0566,4,4.2,6
0567,10,5.5,2
0568,0,4.6,0
0569,2,1.9,5
0570,1,1.9,1
0571,3,4.1,2
0572,4,1.1,4
0573,9,5.8,2
0574,6,4.9,6
0575,5,3,1
0576,1,3.6,5
0577,10,1.3,3
0578,3,3.7,2
0579,2,5.5,6
0580,3,5.4,0
0581,0,3,1
0582,5,1.6,4
0583,7,1.7,1
0584,6,0.6,2
0585,6,3.1,3
0586,6,3.3,6
0587,2,5.7,2
0588,9,1.9,4
0589,1,4.1,6
0590,9,3.2,1
0591,4,3.4,5
0592,5,0.7,2
0593,6,4,3
0594,9,0,4
0595,1,5.9,0
0596,6,4.7,1
0597,2,2.8,4
0598,2,3.7,6
0599,8,4,6
0600,0,1.7,2
0601,5,1.9,5
0602,7,1.4,0
0603,8,3.5,5
0604,7,3.8,1
0605,4,4.7,6
0606,8,4.2,2
0607,8,3.2,3
0608,5,1.5,3
0609,3,2.8,1
0610,6,4.8,4
0611,7,0.6,2
0612,4,4.1,0
0613,8,5.7,0
0614,10,5.2,6
0615,6,2.1,1
0616,5,1,6
0617,5,2,1
0618,0,5.1,0
0619,5,1.3,0
0620,4,5.6,0
0621,1,2.6,0
0622,0,0.4,6
0623,6,4.5,5
0624,6,2.7,2
0625,5,5.2,1
0626,7,3.9,6
0627,8,0,6
0628,2,5,2
0629,7,1.2,2
0630,10,1.7,0
0631,2,1.5,4
0632,10,4.9,0
0633,8,2.5,2
0634,9,2.3,1
0635,10,0.8,1
0636,6,2.4,2
0637,9,2.4,4
0638,5,5.1,4
0639,9,1.5,3
0640,1,5.1,5
0641,7,0.7,6
0642,5,2.1,0
0643,5,3.6,2
0644,10,5.7,1
0645,6,1.8,1
0646,8,1.2,2
0647,9,3.5,5
0648,4,3.2,4
0649,7,5.7,3
0650,7,2,1
0651,4,2.6,0
0652,2,4.2,2
0653,2,3.6,6
0654,0,1.6,3
0655,0,6,0
0656,1,3.2,2
0657,6,5.5,2
0658,3,4.9,2
0659,0,2,1
0660,0,5.6,4
0661,4,2.9,2
0662,7,0.6,0
0663,0,1.6,4
0664,2,4.9,6
0665,1,3.3,4
0666,10,5.5,4
0667,10,1.2,2
0668,0,1.4,2
0669,7,2.4,1
0670,10,0.3,5
0671,6,3.7,1
0672,2,2.3,3
0673,8,2.1,5
0674,8,3.3,6
0675,4,4.7,6
0676,7,3.8,1
0677,8,1.5,4
0678,3,4.1,1
0679,7,1.2,5
0680,8,5.8,5
0681,7,1.6,1
0682,3,5.7,3
0683,9,4.6,6
0684,9,1,3
0685,4,5.6,5
0686,4,1,5
0687,5,5,2
0688,3,2.6,1
0689,10,1.7,1
0690,10,0.3,4
0691,10,1.4,2
0692,5,1.2,4
0693,2,0.8,5
0694,3,5.5,5
0695,8,4,2
0696,9,0.9,3
0697,5,3.1,4
0698,7,0.7,5
0699,10,4.5,1
0700,1,4,1
0701,8,3.5,5
0702,4,2.2,5
0703,7,2.7,2
0704,1,0.6,0
0705,9,0.5,2
0706,2,4.9,1
0707,3,2.8,6
0708,2,2,6
0709,2,3,0
0710,1,1.3,5
0711,3,3.3,2
0712,8,1.3,6
0713,3,4.1,6
0714,9,4,5
0715,1,5.8,6
0716,8,0.4,1
0717,3,4.2,1
0718,0,0.2,2
0719,2,4.9,4
0720,2,3.1,2
0721,8,4.1,3
0722,1,5.2,4
0723,8,0.5,6
0724,7,5.7,5
0725,2,1.4,5
0726,6,0.7,2
0727,8,0.1,3
0728,8,0.3,2
0729,5,3.5,1
0730,2,5,2
0731,7,1.2,3
0732,9,3.2,4
0733,10,1.5,3
0734,3,3.7,1
0735,2,3.6,2
0736,10,3.6,5
0737,8,1.7,2
0738,8,2.7,5
0739,9,1,3
0740,7,0.3,0
0741,9,1.9,6
0742,10,5.9,4
0743,7,0.4,2
0744,6,0.7,0
0745,2,0.2,3
0746,6,2.9,6
0747,3,2.7,0
0748,2,5,0
0749,1,2.5,0
0750,10,0.4,4
0751,7,4.4,5
0752,5,2.3,3
0753,8,3.3,4
0754,10,5.8,6
0755,1,1.9,0
0756,9,3.8,6
0757,1,1.5,2
0758,8,4.6,5
0759,4,2.5,1
0760,2,1.4,3
0761,1,2.8,0
0762,8,0.5,1
0763,2,1.9,6
0764,8,3.5,2
0765,4,0.7,4
0766,7,2.2,5
0767,5,1.5,6
0768,9,4.1,5
0769,4,1.4,3
0770,8,2.2,4
0771,9,4.5,4
0772,7,0.8,2
0773,7,2,5
0774,8,5.3,2
0775,8,1.5,3
0776,10,0.7,3
0777,8,2.3,4
0778,1,0.1,2
0779,8,5.9,3
0780,9,4,3
0781,2,1.9,4
0782,10,5.3,2
0783,0,0.7,0
0784,0,2.8,3
0785,5,2.2,1
0786,3,5.2,3
0787,6,3.3,2
0788,9,0.8,0
0789,1,5.2,4
0790,2,5.9,6
0791,0,1,3
0792,2,4.1,6
0793,7,2.2,6
0794,2,2.7,4
0795,1,3.3,3
0796,1,1.6,1
0797,0,3.3,6
0798,3,2.7,2
0799,1,0.7,1
0800,3,5.5,0
0801,7,2.9,2
0802,1,1.5,4
0803,10,2.9,1
0804,4,0.6,0
0805,1,5.3,2
0806,10,5.5,1
0807,6,1.1,2
0808,9,3.3,5
0809,0,1.1,3
0810,6,3.1,4
0811,3,1.1,2
0812,9,1.4,4
0813,8,5.2,0
0814,7,5.7,1
0815,3,2.7,6
0816,8,3.2,6
0817,7,5.1,0
0818,9,1.1,0
0819,9,0.2,5
0820,4,4.1,6
0821,6,5.5,4
0822,4,3.9,0
0823,8,1.2,1
0824,3,5.6,1
0825,8,4.7,6
0826,10,4.4,1
0827,4,0.4,6
0828,8,2.5,3
0829,4,1.8,1
0830,3,5.5,5
0831,10,4,2
0832,7,2.7,3
0833,1,4.4,4
0834,9,1.8,0
0835,5,1.7,6
0836,2,5.1,0
0837,7,5.4,5
0838,5,4.3,6
0839,9,4.1,4
0840,4,2.9,4
0841,9,1.5,4
0842,0,3,1
0843,9,0.2,0
0844,0,6,3
0845,4,5.2,2
0846,6,5.6,5
0847,0,4.2,0
0848,0,5.8,0
0849,2,2.7,4
0850,5,0.1,5
0851,1,4.3,3
0852,3,2.8,2
0853,0,5.7,4
0854,10,0.9,4
0855,4,5,1
0856,9,3,0
0857,1,2.2,1
0858,10,3.8,3
0859,8,2.5,0
0860,4,3.3,5
0861,6,3.7,6
0862,8,2.7,6
0863,2,0.8,2
0864,4,0.1,0
0865,9,4.5,3
0866,7,2.9,4
0867,1,0.2,1
0868,2,1.7,4
0869,8,3.1,2
0870,5,1,0
0871,0,2.9,3
0872,8,0.3,0
0873,4,1.6,3
0874,0,2.7,3
0875,4,1.8,2
0876,1,1.7,1
0877,10,1.6,2
0878,5,4.6,5
0879,10,1.8,2
0880,4,3.2,4
0881,0,5.6,4
0882,9,3.2,6
0883,5,0.2,1
0884,2,4.5,5
0885,9,4.5,4
0886,0,2.9,0
0887,5,2.7,4
0888,2,2.8,3
0889,2,6,6
0890,2,0.2,2
0891,3,5,6
0892,6,0.7,2
0893,10,4.4,0
0894,4,3,2
0895,5,5.1,6
0896,2,2.4,6
0897,0,5.4,5
0898,8,5.1,1
0899,3,5.5,4
0900,9,1.5,2
0901,3,5.3,5
0902,0,1,5
0903,3,5.4,1
0904,9,3,0
0905,5,4.3,6
0906,0,5.9,0
0907,1,1.5,6
0908,5,5.9,4
0909,8,5.8,4
0910,9,1,4
0911,2,1.5,2
0912,4,3,1
0913,4,5.5,5
0914,0,2.3,3
0915,8,2.9,5
0916,6,1.8,6
0917,10,5.1,5
0918,0,0.8,6
0919,4,0.2,6
0920,7,1.3,1
0921,2,4.2,6
0922,4,1.2,0
0923,3,3.7,5
0924,8,0.2,1
0925,1,3.2,4
0926,6,3.7,6
0927,1,5.7,5
0928,2,0.7,2
0929,5,1.9,4
0930,9,1.8,5
0931,3,0.4,3
0932,0,2.1,5
0933,4,0.2,3
0934,4,0.4,5
0935,3,4,3
0936,3,2.7,4
0937,5,1.3,1
0938,0,2.4,2
0939,7,2.4,4
0940,6,3,3
0941,2,3.9,1
0942,9,0.8,6
0943,5,0.8,6
0944,2,1.1,1
0945,1,1,4
0946,6,1.9,4
0947,0,2.8,5
0948,9,1.8,2
0949,0,2.5,2
0950,6,0.4,3
0951,1,2.3,5
0952,10,5.6,3
0953,9,3.4,2
0954,5,0.4,6
0955,7,1.6,1
0956,7,5.4,0
0957,4,1.9,5
0958,6,4.8,4
0959,5,5.1,2
0960,9,5.9,3
0961,7,5.2,2
0962,5,5.5,1
0963,5,3.2,0
0964,10,1.8,2
0965,4,1.6,0
0966,8,5.4,3
0967,6,5.8,2
0968,9,1.1,2
0969,9,2.1,2
0970,1,4,3
0971,5,5,0
0972,7,1.4,4
0973,1,3.3,2
0974,7,2.7,5
0975,4,4.7,6
0976,4,3.1,6
0977,9,5.4,6
0978,9,2.5,2
0979,10,5.5,4
0980,4,2.2,0
0981,0,3.7,5
0982,5,2.3,0
0983,5,6,0
0984,4,2,2
0985,9,4.2,5
0986,5,0.5,3
0987,6,1,0
0988,1,1.7,3
0989,5,0.5,5
0990,5,5.1,1
0991,5,3.4,1
0992,2,5.7,2
0993,3,2,4
0994,0,2.4,3
0995,5,5.6,4
0996,5,3.8,0
0997,5,1.4,1
0998,7,3.3,0
0999,9,1.4,3
1000,2,3.5,2
1001,9,4.9,0
1002,2,4.4,2
1003,7,1.5,2
1004,4,5,1
1005,6,2,2
1006,1,0.4,3
1007,6,1.8,6
1008,8,0,3
1009,6,4.1,6
1010,2,3.2,0
1011,3,4.5,4
1012,1,4.6,1
1013,0,1.4,2
1014,10,2.4,1
1015,3,2.5,0
1016,5,3.3,6
1017,0,5.7,3
1018,4,2.7,4
1019,1,4.3,3
1020,8,2.3,2
1021,7,3.3,1
1022,5,5.7,3
1023,1,3.6,1
1024,0,2.5,3
1025,9,1.5,5
1026,6,2.2,5
1027,5,5.5,5
1028,7,5,0
1029,9,0.9,1
1030,3,5.1,0
1031,8,5,5
1032,6,5.5,2
1033,9,0.6,0
1034,5,5.6,0
1035,6,0.5,6
1036,4,1.8,6
1037,0,3.8,0
1038,1,2.3,1
1039,1,1.4,3
1040,5,0.7,3
1041,6,0.3,6
1042,0,0.6,2
1043,9,2.5,0
1044,9,0.6,2
1045,4,5.5,2
1046,7,0,3
1047,4,4.5,6
1048,0,4.5,6
1049,0,4.7,3
1050,8,0.7,0
1051,0,0.5,3
1052,7,1.3,6
1053,0,2.6,5
1054,2,2,2
1055,4,2,3
1056,3,1.1,2
1057,3,0.7,5
1058,8,5.5,5
1059,0,1,1
1060,5,1.7,3
1061,4,5.3,3
1062,4,0.6,4
1063,7,1.6,2
1064,5,2.1,5
1065,2,1.1,3
1066,7,5,3
1067,5,2,2
1068,9,0.5,6
1069,1,0.4,3
1070,6,1.1,4
1071,3,4.9,4
1072,1,5.5,5
1073,3,0.5,6
1074,10,1.9,1
1075,0,4.8,3
1076,5,4.9,2
1077,8,1.8,4
1078,6,1.1,4
1079,10,0.1,6
1080,4,3.3,6
1081,5,4.2,3
1082,9,5,4
1083,9,0.2,0
1084,7,5,3
1085,2,4.1,1
1086,8,2,1
1087,2,1.1,2
1088,3,5.7,5
1089,1,5.5,2
1090,7,4.3,0
1091,5,5.1,2
1092,4,2.6,3
1093,9,5.4,6
1094,7,3.1,2
1095,10,5,3
1096,6,0.2,4
1097,4,0.6,1
1098,3,1.3,3
1099,7,5.6,2
1100,7,5.2,3
1101,3,1.9,2
1102,5,2.9,0
1103,7,0.5,4
1104,4,0.2,6
1105,4,2.9,0
1106,5,3.6,3
1107,8,3,1
1108,1,1.5,4
1109,10,4.5,1
1110,9,1.6,5
1111,3,0.6,6
1112,10,1.1,5
1113,3,1.8,0
1114,8,0.4,1
1115,1,4.4,4
1116,7,3.4,4
1117,7,4.2,4
1118,10,1.5,2
1119,6,4.3,6
1120,7,3.4,3
1121,7,1.8,6
1122,9,5.6,5
1123,2,4.4,4
1124,1,5.6,6
1125,0,2,5
1126,7,2.7,6
1127,4,4.6,2
1128,4,0.7,3
1129,2,4.9,6
1130,10,2.1,0
1131,1,4.8,5
1132,6,0.2,4
1133,4,2.4,0
1134,9,3.6,6
1135,4,3.5,3
1136,9,0.8,5
1137,7,0.1,4
1138,1,2.3,6
1139,2,4.5,6
1140,9,4.6,4
1141,9,0.2,4
1142,7,5.1,4
1143,3,5.4,0
1144,0,0.4,6
1145,8,3.2,3
1146,4,3.2,0
1147,0,5.9,2
1148,4,4.8,4
1149,3,0.3,5
1150,5,2.6,0
1151,1,3.5,6
1152,6,2.3,1
1153,4,5,6
1154,2,5.3,1
1155,5,5.6,0
1156,7,5.6,5
1157,3,5.3,4
1158,2,5.5,2
1159,3,4.1,3
1160,7,1.1,5
1161,9,2.5,4
1162,7,0.5,4
1163,9,4.1,5
1164,9,3.3,4
1165,1,2.9,1
1166,0,2,2
1167,6,2.7,6
1168,3,5.5,4
1169,4,1,4
1170,10,5.3,5
1171,7,2.7,1
1172,3,1.2,6
1173,6,5.2,6
1174,1,2.4,2
1175,6,3.1,0
1176,2,4.2,6
1177,0,3.3,3
1178,6,1.6,0
1179,0,5,0
1180,9,0.4,6
1181,8,4.5,5
1182,1,4.8,1
1183,2,3.2,2
1184,3,3.9,1
1185,6,0.1,4
1186,9,0.4,0
1187,4,3.8,1
1188,8,4,2
1189,0,3.5,0
1190,10,3.8,5
1191,0,2.7,3
1192,1,5,6
1193,8,5,0
1194,0,1.7,1
1195,5,4.9,6
1196,1,0.1,4
1197,8,5.7,3
1198,4,1.9,5
1199,8,1,3
1200,8,0.9,0
1201,6,4.8,2
1202,5,5.5,2
1203,4,5.5,2
1204,0,5.3,0
1205,9,1.6,4
1206,3,4,6
1207,6,1.4,3
1208,9,3.5,1
1209,2,5.1,4
1210,10,3.7,2
1211,3,2.6,3
1212,4,3,1
1213,6,0.6,1
1214,0,3.1,2
1215,10,2.7,5
1216,3,1,4
1217,10,3.8,3
1218,7,4.9,1
1219,1,5.4,5
1220,10,2.4,2
1221,8,4.9,0
1222,1,1.4,5
1223,9,3.2,6
1224,4,0.7,3
1225,8,4.5,5
1226,7,4,4
1227,8,0.3,6
1228,8,5.4,5
1229,2,5,6
1230,5,3.4,3
1231,0,3.3,2
1232,10,4.2,1
1233,10,1.6,2
1234,6,3.8,4
1235,10,5,0
1236,5,4,6
1237,8,3.2,6
1238,7,3,4
1239,9,0.7,3
1240,9,1.4,3
1241,0,0.8,1
1242,6,5.9,1
1243,6,1.7,0
1244,4,5.6,0
1245,6,5.8,6
1246,4,2.6,5
1247,4,2.3,0
1248,0,1.4,0
1249,1,1.8,4
1250,9,0.5,6
1251,9,4.6,5
1252,7,1.9,2
1253,6,0.6,4
1254,10,3.2,0
1255,9,0.5,4
1256,8,5.9,1
1257,7,2.9,0
1258,9,2.9,2
1259,1,2.3,0
1260,10,1.4,4
1261,5,1.4,4
1262,5,3.3,2
1263,8,2.7,0
1264,0,3.8,2
1265,5,5.8,0
1266,2,2.9,6
1267,6,1.8,2
1268,7,3.2,6
1269,3,0.4,2
1270,5,2.9,5
1271,5,0.4,5
1272,8,2.2,1
1273,8,1.5,6
1274,2,1.8,1
1275,6,0.1,6
1276,10,0.4,3
1277,7,2,4
1278,6,0.1,3
1279,6,4.2,0
1280,3,3.4,5
1281,2,2,3
1282,8,1.6,1
1283,0,3.6,3
1284,8,1.4,0
1285,10,4.4,1
1286,6,2.8,6
1287,8,4.1,0
1288,7,3.3,3
1289,2,5.4,3
1290,9,2.2,2
1291,6,3.2,5
