CustomerID,ChurnIndicator
0421,1
0422,1
0423,1
0424,1
0425,0
0426,0
0427,1
0428,1
0429,1
0430,1
0431,1
0432,1
0433,0
0434,1
0435,1
0436,1
0437,1
0438,0
0439,0
0440,1
0441,1
0442,0
0443,0
0444,1
0445,1
0446,1
0447,1
0448,1
0449,1
0450,1
0451,1
0452,0
0453,0
0454,1
0455,1
0456,0
0457,0
0458,1
0459,0
0460,1
0461,1
0462,1
0463,1
0464,0
0465,1
0466,0
0467,1
0468,1
0469,1
0470,1
0471,1
0472,1
0473,0
0474,1
0475,1
0476,1
0477,1
0478,0
0479,1
0480,1
0481,1
0482,0
0483,0
0484,1
0485,0
0486,1
0487,1
0488,0
0489,0
0490,1
0491,1
0492,0
0493,0
0494,1
0495,1
0496,1
0497,1
0498,1
0499,1
0500,1
0501,1
0502,1
0503,0
0504,1
0505,0
0506,1
0507,1
0508,1
0509,1
0510,1
0511,1
0512,1
0513,0
0514,1
0515,1
0516,1
0517,1
0518,1
0519,1
0520,1
0521,1
0522,0
0523,0
0524,1
0525,1
0526,0
0527,0
0528,1
0529,1
0530,1
0531,0
0532,0
0533,0
0534,1
0535,0
0536,1
0537,1
0538,1
0539,1
0540,1
0541,1
0542,1
0543,0
0544,1
0545,1
0546,1
0547,1
0548,1
0549,1
0550,1
0551,0
0552,1
0553,0
0554,1
0555,1
0556,1
0557,0
0558,0
0559,0
0560,1
0561,0
0562,1
0563,1
0564,1
0565,1
0566,0
0567,0
0568,1
0569,1
0570,1
0571,1
0572,1
0573,1
0574,0
0575,1
0576,1
0577,1
0578,0
0579,1
0580,1
0581,1
0582,0
0583,1
0584,1
0585,1
0586,1
0587,1
0588,1
0589,1
0590,0
0591,1
0592,1
0593,1
0594,1
0595,1
0596,1
0597,1
0598,1
0599,0
0600,1
0601,1
0602,1
0603,0
0604,1
0605,1
0606,1
0607,0
0608,1
0609,0
0610,0
0611,1
0612,1
0613,0
0614,1
0615,0
0616,1
0617,1
0618,1
0619,1
0620,1
0621,0
0622,0
0623,1
0624,0
0625,1
0626,1
0627,1
0628,0
0629,0
0630,0
0631,1
0632,1
0633,0
0634,1
0635,1
0636,0
0637,1
0638,1
0639,0
0640,1
0641,1
0642,1
0643,1
0644,1
0645,1
0646,1
0647,1
0648,1
0649,0
0650,0
0651,0
0652,0
0653,1
0654,1
0655,1
0656,0
0657,0
0658,0
0659,1
0660,1
0661,0
0662,0
0663,0
0664,1
0665,1
0666,1
0667,0
0668,1
0669,1
0670,1
0671,0
0672,1
0673,1
0674,1
0675,1
0676,1
0677,1
0678,1
0679,1
0680,0
0681,0
0682,1
0683,1
0684,1
0685,1
0686,0
0687,1
0688,0
0689,0
0690,1
0691,1
0692,1
0693,0
0694,1
0695,1
0696,0
0697,1
0698,1
0699,0
0700,1
0701,1
0702,0
0703,0
0704,1
0705,1
0706,1
0707,1
0708,0
0709,1
0710,1
0711,1
0712,0
0713,0
0714,0
0715,1
0716,1
0717,1
0718,1
0719,0
0720,1
0721,1
0722,1
0723,0
0724,0
0725,0
0726,1
0727,0
0728,0
0729,1
0730,1
0731,1
0732,1
0733,1
0734,1
0735,1
0736,0
0737,1
0738,1
0739,1
0740,1
0741,0
0742,1
0743,1
0744,0
0745,1
0746,1
0747,1
0748,1
0749,1
0750,1
0751,1
0752,1
0753,0
0754,1
0755,1
0756,0
0757,1
0758,1
0759,1
0760,1
0761,1
0762,1
0763,0
0764,1
0765,0
0766,0
0767,1
0768,0
0769,0
0770,1
0771,1
0772,0
0773,1
0774,1
0775,0
0776,1
0777,1
0778,1
0779,1
0780,1
0781,1
0782,1
0783,1
0784,1
0785,1
0786,1
0787,1
0788,1
0789,1
0790,1
0791,0
0792,1
0793,1
0794,1
0795,1
0796,1
0797,1
0798,1
0799,0
0800,1
0801,1
0802,0
0803,1
0804,1
0805,1
0806,1
0807,1
0808,1
0809,1
0810,0
0811,1
0812,1
0813,1
0814,1
0815,1
0816,0
0817,0
0818,0
0819,0
0820,1
0821,0
0822,0
0823,1
0824,1
0825,1
0826,1
0827,1
0828,0
0829,1
0830,1
0831,1
0832,0
0833,1
0834,1
0835,1
0836,0
0837,0
0838,1
0839,1
0840,1
0841,1
0842,1
0843,1
0844,1
0845,1
0846,1
0847,0
0848,1
0849,1
0850,1
0851,1
0852,1
0853,1
0854,1
0855,1
0856,1
0857,0
0858,0
0859,1
0860,0
0861,0
0862,1
0863,1
0864,1
0865,0
0866,1
0867,1
0868,0
0869,0
0870,1
0871,1
0872,1
0873,1
0874,1
0875,0
0876,1
0877,1
0878,0
0879,1
0880,0
0881,1
0882,0
0883,1
0884,0
0885,1
0886,1
0887,1
0888,1
0889,1
0890,1
0891,1
0892,1
0893,1
0894,0
0895,1
0896,1
0897,0
0898,1
0899,1
0900,1
0901,1
0902,1
0903,0
0904,1
0905,1
0906,0
0907,1
0908,1
0909,1
0910,0
0911,1
0912,1
0913,0
0914,0
0915,0
0916,0
0917,0
0918,0
0919,0
0920,1
0921,1
0922,1
0923,1
0924,1
0925,1
0926,0
0927,0
0928,1
0929,1
0930,0
0931,1
0932,1
0933,0
0934,0
0935,0
0936,1
0937,0
0938,1
0939,1
0940,1
0941,0
0942,1
0943,1
0944,0
0945,1
0946,1
0947,0
0948,1
0949,1
0950,1
0951,1
0952,0
0953,0
0954,1
0955,1
0956,1
0957,1
0958,0
0959,0
0960,1
0961,1
0962,0
0963,1
0964,1
0965,1
0966,1
0967,1
0968,1
0969,1
0970,0
0971,1
0972,0
0973,1
0974,0
0975,1
0976,0
0977,1
0978,1
0979,1
0980,1
0981,1
0982,1
0983,1
0984,1
0985,1
0986,1
0987,1
0988,1
0989,1
0990,0
0991,1
0992,0
0993,1
0994,0
0995,1
0996,1
0997,1
0998,0
0999,1
1000,1
1001,1
1002,0
1003,0
1004,1
1005,0
1006,0
1007,0
1008,1
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,0
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0
1038,1
1039,1
1040,1
1041,0
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,0
1056,1
1057,0
1058,1
1059,0
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,0
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,0
1081,0
1082,1
1083,1
1084,1
1085,1
1086,0
1087,0
1088,1
1089,0
1090,0
1091,1
1092,1
1093,0
1094,1
1095,1
1096,1
1097,1
1098,0
1099,1
1100,1
1101,0
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,1
1137,1
1138,0
1139,1
1140,1
1141,1
1142,0
1143,0
1144,1
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,0
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,1
1160,1
1161,1
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,1
1175,1
1176,1
1177,0
1178,1
1179,1
1180,1
1181,1
1182,0
1183,1
1184,0
1185,0
1186,1
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,1
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,0
1201,1
1202,1
1203,0
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,0
1214,1
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,0
1222,1
1223,1
1224,1
1225,1
1226,0
1227,1
1228,1
1229,1
1230,1
1231,1
1232,1
1233,0
1234,1
1235,0
1236,1
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,0
1246,0
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,1
1255,1
1256,0
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,1
1269,0
1270,1
1271,1
1272,1
1273,0
1274,0
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,0
1282,0
1283,1
1284,0
1285,1
1286,0
1287,1
1288,1
1289,0
1290,1
1291,1
1292,0
1293,0
1294,0
1295,1
1296,0
1297,1
1298,0
1299,0
1300,0
1301,0
1302,1
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,1
1310,0
1311,1
1312,0
1313,1
1314,1
1315,1
1316,0
1317,1
1318,0
1319,0
1320,1
1321,1
1322,1
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,1
1335,1
1336,1
1337,0
1338,1
1339,0
1340,0
1341,0
1342,1
1343,0
1344,1
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,0
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,0
1359,1
1360,0
1361,0
1362,1
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,0
1382,0
1383,0
1384,0
1385,1
1386,1
1387,0
1388,0
1389,1
1390,0
1391,1
1392,1
1393,1
1394,1
1395,0
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,0
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,1
1421,0
1422,0
1423,0
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,1
1442,0
1443,1
1444,1
1445,1
1446,1
1447,1
1448,0
1449,0
1450,0
1451,1
1452,0
1453,1
1454,0
1455,1
1456,0
1457,0
1458,1
1459,1
1460,0
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,0
1468,1
1469,1
1470,0
1471,0
1472,1
1473,0
1474,0
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,0
1482,1
1483,1
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,0
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,0
1524,1
1525,1
1526,1
1527,0
1528,1
1529,0
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,0
1539,1
1540,1
1541,0
1542,1
1543,1
1544,1
1545,1
1546,1
1547,0
1548,1
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,1
1571,1
1572,1
1573,0
1574,1
1575,1
1576,1
1577,0
1578,1
1579,0
1580,1
1581,0
1582,1
1583,0
1584,0
1585,0
1586,1
1587,1
1588,1
1589,0
1590,0
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,0
1598,1
1599,1
1600,1
1601,0
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,1
1612,0
1613,1
1614,0
1615,1
1616,1
1617,0
1618,1
1619,1
1620,0
1621,0
1622,1
1623,1
1624,1
1625,0
1626,0
1627,0
1628,0
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,1
1643,0
1644,1
1645,1
1646,1
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,1
1654,1
1655,1
1656,0
1657,1
1658,1
1659,0
1660,1
1661,1
1662,1
1663,1
1664,0
1665,0
1666,1
1667,0
1668,1
1669,1
1670,1
1671,1
1672,1
1673,0
1674,0
1675,1
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,0
1686,1
1687,1
1688,1
1689,1
1690,1
1691,1
1692,1
1693,0
1694,1
1695,1
1696,0
1697,1
1698,1
1699,1
1700,1
1701,0
1702,1
1703,1
1704,0
1705,1
1706,1
1707,1
1708,1
1709,0
1710,0
1711,0
1712,1
1713,1
1714,1
1715,1
1716,0
1717,1
1718,1
1719,1
1720,0
1721,1
1722,0
1723,1
1724,1
1725,0
1726,1
1727,0
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,0
1735,1
1736,1
1737,0
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,1
1757,1
1758,1
1759,0
1760,1
1761,0
1762,1
1763,1
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,0
1772,1
1773,1
1774,0
1775,1
1776,1
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,1
1786,1
1787,1
1788,1
1789,1
1790,0
1791,1
1792,1
1793,1
1794,1
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,0
1824,1
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,0
1832,0
1833,1
1834,1
1835,1
1836,1
1837,0
1838,0
1839,1
1840,1
1841,0
1842,1
1843,0
1844,1
1845,1
1846,1
1847,0
1848,1
1849,1
1850,1
1851,0
1852,0
1853,0
1854,1
1855,1
1856,0
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,0
1880,1
1881,1
1882,1
1883,1
1884,0
1885,1
1886,1
1887,1
1888,1
1889,1
1890,0
1891,0
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,0
1899,1
1900,1
1901,0
1902,1
1903,1
1904,0
1905,1
1906,1
1907,1
1908,1
1909,0
1910,1
1911,1
1912,0
1913,1
1914,1
1915,0
1916,1
1917,1
1918,0
1919,1
1920,1
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,1
1928,1
1929,0
1930,1
1931,1
1932,1
1933,0
1934,1
1935,1
1936,1
1937,0
1938,0
1939,1
1940,0
1941,0
1942,1
1943,1
1944,0
1945,0
1946,0
1947,1
1948,1
1949,0
1950,1
1951,1
1952,1
1953,0
1954,1
1955,1
1956,1
1957,1
1958,0
1959,0
1960,0
1961,0
1962,0
1963,1
1964,1
1965,1
1966,1
1967,1
1968,0
1969,1
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,0
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,0
1994,1
1995,1
1996,1
1997,1
1998,0
1999,0
2000,1
2001,1
2002,1
2003,0
2004,0
2005,0
2006,0
2007,0
2008,1
2009,1
2010,1
2011,0
2012,1
2013,1
2014,1
2015,1
2016,0
2017,1
2018,0
2019,1
2020,0
2021,0
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,0
2029,0
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
2036,1
2037,1
2038,0
2039,1
2040,1
2041,0
2042,1
2043,1
2044,0
2045,1
2046,1
2047,1
2048,0
2049,0
2050,0
2051,0
2052,1
2053,1
2054,0
2055,0
2056,1
2057,1
2058,1
2059,1
2060,0
2061,0
2062,0
2063,1
2064,1
2065,1
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,1
2073,1
2074,0
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2081,0
2082,0
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,0
2091,1
2092,1
2093,1
2094,1
2095,0
2096,1
2097,1
2098,0
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,0
2112,1
2113,1
2114,0
2115,1
2116,0
2117,0
2118,1
2119,1
2120,1
2121,1
2122,1
2123,1
2124,0
2125,1
2126,0
2127,1
2128,1
2129,1
2130,0
2131,1
2132,1
2133,1
2134,1
2135,1
2136,1
2137,1
2138,0
2139,0
2140,0
2141,0
2142,1
2143,1
2144,0
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,0
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,1
2173,0
2174,1
2175,1
2176,1
2177,0
2178,0
2179,0
2180,1
2181,0
2182,1
2183,1
2184,1
2185,1
2186,1
2187,0
2188,1
2189,0
2190,1
2191,1
2192,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,1
2201,1
2202,0
2203,1
2204,0
2205,0
2206,1
2207,0
2208,1
2209,1
2210,0
2211,1
2212,1
2213,0
2214,0
2215,1
2216,1
2217,1
2218,0
2219,0
2220,1
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,1
2235,1
2236,0
2237,0
2238,1
2239,1
2240,1
2241,1
2242,1
2243,0
2244,0
2245,0
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,1
2253,1
2254,0
2255,1
2256,1
2257,1
2258,0
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,0
2271,1
2272,1
2273,1
2274,0
2275,1
2276,1
2277,1
2278,0
2279,1
2280,0
2281,1
2282,1
2283,0
2284,0
2285,1
2286,1
2287,1
2288,1
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,0
2299,1
2300,1
2301,0
2302,1
2303,1
2304,1
2305,0
2306,1
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,1
2314,1
2315,0
2316,1
2317,1
2318,0
2319,1
2320,1
2321,1
2322,1
2323,0
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,0
2332,1
2333,0
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,0
2341,0
2342,1
2343,0
2344,1
2345,0
2346,1
2347,1
2348,0
2349,1
2350,0
2351,1
2352,1
2353,1
2354,0
2355,1
2356,0
2357,1
2358,1
2359,0
2360,1
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,0
2370,0
2371,0
2372,1
2373,1
2374,1
2375,1
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,1
2386,1
2387,1
2388,1
2389,1
2390,1
2391,1
2392,0
2393,1
2394,0
2395,1
2396,0
2397,1
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,1
2407,1
2408,0
2409,1
2410,1
2411,0
2412,1
2413,1
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,0
2422,1
2423,1
2424,0
2425,1
2426,1
2427,1
2428,0
2429,1
2430,1
2431,1
2432,0
2433,1
2434,1
2435,1
2436,0
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,0
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,1
2452,0
2453,1
2454,1
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,1
2462,1
2463,1
2464,1
2465,1
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,0
2473,1
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,0
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,1
2512,0
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,0
2521,1
2522,1
2523,1
2524,1
2525,0
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,1
2540,1
2541,0
2542,1
2543,1
2544,1
2545,1
2546,0
2547,1
2548,1
2549,1
2550,1
2551,0
2552,0
2553,1
2554,1
2555,0
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,0
2569,1
2570,1
2571,1
2572,0
2573,1
2574,1
2575,1
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,0
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,1
2593,0
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,0
2604,0
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,1
2612,1
2613,0
2614,1
2615,1
2616,1
2617,1
2618,1
2619,0
2620,0
2621,0
2622,1
2623,1
2624,0
2625,1
2626,1
2627,0
2628,1
2629,1
2630,0
2631,0
2632,1
2633,1
2634,1
2635,1
2636,1
2637,0
2638,1
2639,1
2640,0
2641,1
2642,1
2643,0
2644,0
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,0
2654,1
2655,1
2656,1
2657,1
2658,0
2659,0
2660,1
2661,1
2662,1
2663,0
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,1
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,0
2684,1
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,1
2700,1
2701,0
2702,1
2703,1
2704,1
2705,1
2706,0
2707,1
2708,1
2709,1
2710,0
2711,1
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,1
2725,0
2726,0
2727,1
2728,1
2729,0
2730,0
2731,1
2732,1
2733,1
2734,1
2735,0
2736,1
2737,1
2738,1
2739,0
2740,0
2741,1
2742,0
2743,1
2744,1
2745,1
2746,0
2747,1
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,0
2763,1
2764,0
2765,1
2766,0
2767,1
2768,1
2769,1
2770,0
2771,1
2772,1
2773,1
2774,0
2775,0
2776,1
2777,1
2778,0
2779,1
2780,1
2781,0
2782,1
2783,1
2784,1
2785,1
2786,0
2787,1
2788,1
2789,1
2790,0
2791,1
2792,0
2793,1
2794,1
